instance_id,mechanism_label,supporting_conditions,contrasting_conditions,confidence,rationale,supporting_artifact_paths,capped_excerpts
django__django-20098,localization_hint,memory,adp;no_memory,medium,Consistent with prior-context localization: the winning run reached a target gold file or directory.,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-20098/adp|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-20098/no_memory|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-20098/memory,prior_files_inspected: django/core/checks/model_checks.py|tests/check_framework/test_model_checks.py|../test_db_table_collision.py|tests/runtests.py|tests/modeladmin/test_checks.py|django/contrib/admin/checks.py|django/db/models/base.py|django/db/models/fields/__init__.py || prior_files_edited: django/core/checks/model_checks.py|tests/check_framework/test_model_checks.py || prior_test_commands: - [test] python3 ./swebench_9_15/testbed/tests/runtests.py check_framework.test_model_checks.DuplicateDBTableTests -v 2|- [test] python3 simple_test.py || error_failure_assertion_lines: - Traceback (most recent call last):|- RuntimeError: Settings already configured.|SyntaxError: invalid syntax|Tra... || first_gold_file_read_step=3
django__django-20098,test_command_transfer,memory,adp;no_memory,high,Consistent with reuse of a prior-context test or reproduction command.,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-20098/adp|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-20098/no_memory|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-20098/memory,prior_files_inspected: django/core/checks/model_checks.py|tests/check_framework/test_model_checks.py|../test_db_table_collision.py|tests/runtests.py|tests/modeladmin/test_checks.py|django/contrib/admin/checks.py|django/db/models/base.py|django/db/models/fields/__init__.py || prior_files_edited: django/core/checks/model_checks.py|tests/check_framework/test_model_checks.py || prior_test_commands: - [test] python3 ./swebench_9_15/testbed/tests/runtests.py check_framework.test_model_checks.DuplicateDBTableTests -v 2|- [test] python3 simple_test.py || error_failure_assertion_lines: - Traceback (most recent call last):|- RuntimeError: Settings already configured.|SyntaxError: invalid syntax|Tra... || run_tests=cd /testbed && python tests/runtests.py check_framework.tests --verbosity=2 2>&1 | head -50|cd /testbed && python tests/runtests.py check_framework.tests.CheckFrameworkReservedNamesTe...
django__django-20098,failure_signature_transfer,memory,adp;no_memory,medium,Consistent with the run observing a failure signature that overlaps prior or target issue evidence.,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-20098/adp|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-20098/no_memory|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-20098/memory,"prior_files_inspected: django/core/checks/model_checks.py|tests/check_framework/test_model_checks.py|../test_db_table_collision.py|tests/runtests.py|tests/modeladmin/test_checks.py|django/contrib/admin/checks.py|django/db/models/base.py|django/db/models/fields/__init__.py || prior_files_edited: django/core/checks/model_checks.py|tests/check_framework/test_model_checks.py || prior_test_commands: - [test] python3 ./swebench_9_15/testbed/tests/runtests.py check_framework.test_model_checks.DuplicateDBTableTests -v 2|- [test] python3 simple_test.py || error_failure_assertion_lines: - Traceback (most recent call last):|- RuntimeError: Settings already configured.|SyntaxError: invalid syntax|Tra... || run_failures=tests/middleware_exceptions/ | /testbed/tests/test_exceptions/|77 except LookupError: | 149 )), key=lambda error: error.msg)|147: raise TypeError(""%s cannot proxy the swapped model..."
django__django-20098,patch_shape_transfer,memory,adp;no_memory,medium,Consistent with prior-context patch-shape hints aligning with the successful patch location.,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-20098/adp|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-20098/no_memory|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-20098/memory,prior_files_inspected: django/core/checks/model_checks.py|tests/check_framework/test_model_checks.py|../test_db_table_collision.py|tests/runtests.py|tests/modeladmin/test_checks.py|django/contrib/admin/checks.py|django/db/models/base.py|django/db/models/fields/__init__.py || prior_files_edited: django/core/checks/model_checks.py|tests/check_framework/test_model_checks.py || prior_test_commands: - [test] python3 ./swebench_9_15/testbed/tests/runtests.py check_framework.test_model_checks.DuplicateDBTableTests -v 2|- [test] python3 simple_test.py || error_failure_assertion_lines: - Traceback (most recent call last):|- RuntimeError: Settings already configured.|SyntaxError: invalid syntax|Tra...
django__django-20098,procedural_order_transfer,memory,adp;no_memory,low,"Consistent with a prior search/read/edit procedure, but not enough to claim causality.",/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-20098/adp|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-20098/no_memory|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-20098/memory,prior_files_inspected: django/core/checks/model_checks.py|tests/check_framework/test_model_checks.py|../test_db_table_collision.py|tests/runtests.py|tests/modeladmin/test_checks.py|django/contrib/admin/checks.py|django/db/models/base.py|django/db/models/fields/__init__.py || prior_files_edited: django/core/checks/model_checks.py|tests/check_framework/test_model_checks.py || prior_test_commands: - [test] python3 ./swebench_9_15/testbed/tests/runtests.py check_framework.test_model_checks.DuplicateDBTableTests -v 2|- [test] python3 simple_test.py || error_failure_assertion_lines: - Traceback (most recent call last):|- RuntimeError: Settings already configured.|SyntaxError: invalid syntax|Tra...
django__django-28211,same_file_transfer,adp,raw;no_memory,high,Consistent with prior context exposing the target gold file and the successful run modifying that file.,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-28211/adp|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-28211/no_memory|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-28211/raw,"prior_files_inspected: test_issue.py|django/db/models/sql/query.py|django/db/models/query_utils.py|django/utils/tree.py|/swebench_9_15/testbed/django/db/models/sql/__pycache__/query.cpython-38.py|tests/queries/test_q.py|tests/runtests.py|test_dict_keys_fix.py || prior_files_edited: django/utils/tree.py || prior_test_commands: python3 -m pytest tests/queries/test_q.py -v|platform darwin -- Python 3.8.8, pytest-8.3.5, pluggy-1.5.0 -- /opt/anaconda3/bin/python3|python3 tests/runtests.py queries.test_q -v2|python3 tests/runtests.py utils_tests.test_tree -v2|python3 tests/runtests.py queries.test_query -v2 2>&1 | tail -30 || error_failure_assertion_lines: ""TypeError: cannot pickle"" when applyi..."
django__django-28211,localization_hint,adp,raw;no_memory,medium,Consistent with prior-context localization: the winning run reached a target gold file or directory.,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-28211/adp|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-28211/no_memory|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-28211/raw,"prior_files_inspected: test_issue.py|django/db/models/sql/query.py|django/db/models/query_utils.py|django/utils/tree.py|/swebench_9_15/testbed/django/db/models/sql/__pycache__/query.cpython-38.py|tests/queries/test_q.py|tests/runtests.py|test_dict_keys_fix.py || prior_files_edited: django/utils/tree.py || prior_test_commands: python3 -m pytest tests/queries/test_q.py -v|platform darwin -- Python 3.8.8, pytest-8.3.5, pluggy-1.5.0 -- /opt/anaconda3/bin/python3|python3 tests/runtests.py queries.test_q -v2|python3 tests/runtests.py utils_tests.test_tree -v2|python3 tests/runtests.py queries.test_query -v2 2>&1 | tail -30 || error_failure_assertion_lines: ""TypeError: cannot pickle"" when applyi... || first_gold_file_read_step=3"
django__django-28211,test_command_transfer,adp,raw;no_memory,high,Consistent with reuse of a prior-context test or reproduction command.,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-28211/adp|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-28211/no_memory|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-28211/raw,"prior_files_inspected: test_issue.py|django/db/models/sql/query.py|django/db/models/query_utils.py|django/utils/tree.py|/swebench_9_15/testbed/django/db/models/sql/__pycache__/query.cpython-38.py|tests/queries/test_q.py|tests/runtests.py|test_dict_keys_fix.py || prior_files_edited: django/utils/tree.py || prior_test_commands: python3 -m pytest tests/queries/test_q.py -v|platform darwin -- Python 3.8.8, pytest-8.3.5, pluggy-1.5.0 -- /opt/anaconda3/bin/python3|python3 tests/runtests.py queries.test_q -v2|python3 tests/runtests.py utils_tests.test_tree -v2|python3 tests/runtests.py queries.test_query -v2 2>&1 | tail -30 || error_failure_assertion_lines: ""TypeError: cannot pickle"" when applyi... || run_tests=cd /testbed && python tests/runtests.py or_lookups --verbosity=2 2>&1 | head -80|cd /testbed && python tests/runtests.py queries.test_q --verbosity=2 2>&1 | head -50|cd /testbed && py..."
django__django-28211,failure_signature_transfer,adp,raw;no_memory,medium,Consistent with the run observing a failure signature that overlaps prior or target issue evidence.,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-28211/adp|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-28211/no_memory|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-28211/raw,"prior_files_inspected: test_issue.py|django/db/models/sql/query.py|django/db/models/query_utils.py|django/utils/tree.py|/swebench_9_15/testbed/django/db/models/sql/__pycache__/query.cpython-38.py|tests/queries/test_q.py|tests/runtests.py|test_dict_keys_fix.py || prior_files_edited: django/utils/tree.py || prior_test_commands: python3 -m pytest tests/queries/test_q.py -v|platform darwin -- Python 3.8.8, pytest-8.3.5, pluggy-1.5.0 -- /opt/anaconda3/bin/python3|python3 tests/runtests.py queries.test_q -v2|python3 tests/runtests.py utils_tests.test_tree -v2|python3 tests/runtests.py queries.test_query -v2 2>&1 | tail -30 || error_failure_assertion_lines: ""TypeError: cannot pickle"" when applyi... || run_failures=tests/middleware_exceptions/ | /testbed/tests/test_exceptions/|21 class InvalidQuery(Exception): | 63 raise TypeError(other)|13 from django.core.exceptions import FieldDoesNotExist..."
django__django-28211,patch_shape_transfer,adp,raw;no_memory,medium,Consistent with prior-context patch-shape hints aligning with the successful patch location.,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-28211/adp|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-28211/no_memory|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/django__django-28211/raw,"prior_files_inspected: test_issue.py|django/db/models/sql/query.py|django/db/models/query_utils.py|django/utils/tree.py|/swebench_9_15/testbed/django/db/models/sql/__pycache__/query.cpython-38.py|tests/queries/test_q.py|tests/runtests.py|test_dict_keys_fix.py || prior_files_edited: django/utils/tree.py || prior_test_commands: python3 -m pytest tests/queries/test_q.py -v|platform darwin -- Python 3.8.8, pytest-8.3.5, pluggy-1.5.0 -- /opt/anaconda3/bin/python3|python3 tests/runtests.py queries.test_q -v2|python3 tests/runtests.py utils_tests.test_tree -v2|python3 tests/runtests.py queries.test_query -v2 2>&1 | tail -30 || error_failure_assertion_lines: ""TypeError: cannot pickle"" when applyi..."
